netlist,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,
W34,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W35,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W36,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W37,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW6<9>,CFG_BBMUXW6<4>,CFG_BBMUXW6<5>,CFG_BBMUXW6<2>,CFG_BBMUXW6<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W38,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W39,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW6<8>,CFG_BBMUXW6<7>,CFG_BBMUXW6<6>,CFG_BBMUXW6<3>,CFG_BBMUXW6<1>,XXXX,CFG_SEAMMUX<36>,CFG_SEAMMUX<37>,CFG_SEAMMUX<38>,CFG_SEAMMUX<39>,CFG_SEAMMUX<40>,CFG_SEAMMUX<41>,XXXX,XXXX,
W40,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW7<8>,CFG_BBMUXW7<7>,CFG_BBMUXW7<6>,CFG_BBMUXW7<3>,CFG_BBMUXW7<1>,XXXX,CFG_SEAMMUX<42>,CFG_SEAMMUX<43>,CFG_SEAMMUX<44>,CFG_SEAMMUX<45>,CFG_SEAMMUX<46>,CFG_SEAMMUX<47>,XXXX,XXXX,
W41,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W42,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW7<9>,CFG_BBMUXW7<4>,CFG_BBMUXW7<5>,CFG_BBMUXW7<2>,CFG_BBMUXW7<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W43,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW8<9>,CFG_BBMUXW8<4>,CFG_BBMUXW8<5>,CFG_BBMUXW8<2>,CFG_BBMUXW8<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W44,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W45,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW8<8>,CFG_BBMUXW8<7>,CFG_BBMUXW8<6>,CFG_BBMUXW8<3>,CFG_BBMUXW8<1>,XXXX,CFG_SEAMMUX<48>,CFG_SEAMMUX<49>,CFG_SEAMMUX<50>,CFG_SEAMMUX<51>,CFG_SEAMMUX<52>,CFG_SEAMMUX<53>,XXXX,XXXX,
W46,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW9<8>,CFG_BBMUXW9<7>,CFG_BBMUXW9<6>,CFG_BBMUXW9<3>,CFG_BBMUXW9<1>,XXXX,CFG_SEAMMUX<54>,CFG_SEAMMUX<55>,CFG_SEAMMUX<56>,CFG_SEAMMUX<57>,CFG_SEAMMUX<58>,CFG_SEAMMUX<59>,XXXX,XXXX,
W47,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W48,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW9<9>,CFG_BBMUXW9<4>,CFG_BBMUXW9<5>,CFG_BBMUXW9<2>,CFG_BBMUXW9<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W49,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW10<9>,CFG_BBMUXW10<4>,CFG_BBMUXW10<5>,CFG_BBMUXW10<2>,CFG_BBMUXW10<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W50,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W51,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW10<8>,CFG_BBMUXW10<7>,CFG_BBMUXW10<6>,CFG_BBMUXW10<3>,CFG_BBMUXW10<1>,XXXX,CFG_SEAMMUX<60>,CFG_SEAMMUX<61>,CFG_SEAMMUX<62>,CFG_SEAMMUX<63>,CFG_SEAMMUX<64>,CFG_SEAMMUX<65>,XXXX,XXXX,
W52,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW11<8>,CFG_BBMUXW11<7>,CFG_BBMUXW11<6>,CFG_BBMUXW11<3>,CFG_BBMUXW11<1>,XXXX,CFG_SEAMMUX<66>,CFG_SEAMMUX<67>,CFG_SEAMMUX<68>,CFG_SEAMMUX<69>,CFG_SEAMMUX<70>,CFG_SEAMMUX<71>,XXXX,XXXX,
W53,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W54,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,CFG_BBMUXW11<9>,CFG_BBMUXW11<4>,CFG_BBMUXW11<5>,CFG_BBMUXW11<2>,CFG_BBMUXW11<0>,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W55,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W56,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W57,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W58,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W59,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W60,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W61,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W62,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W63,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W64,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W65,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W66,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,
W67,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,

